uttid,wav_path,transcription,length_seconds
BAC009S0129W0142,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0129W0142.wav,"{'uttid': 'BAC009S0129W0142', 'text': '从数据可以明显看出', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0129W0142.wav', 'rtf': '0.0091'}",2.551
BAC009S0130W0328,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0130W0328.wav,"{'uttid': 'BAC009S0130W0328', 'text': 'CHANGE或删改平台数据', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0130W0328.wav', 'rtf': '0.0091'}",2.93
BAC009S0085W0448,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0085W0448.wav,"{'uttid': 'BAC009S0085W0448', 'text': '人社部发布数据显示', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0085W0448.wav', 'rtf': '0.0091'}",3.522
BAC009S0205W0425,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0205W0425.wav,"{'uttid': 'BAC009S0205W0425', 'text': '保持工作全面赚钱', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0205W0425.wav', 'rtf': '0.0091'}",2.948
BAC009S0252W0302,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0252W0302.wav,"{'uttid': 'BAC009S0252W0302', 'text': '对于这类可穿戴设备', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0252W0302.wav', 'rtf': '0.0091'}",2.861
BAC009S0186W0436,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0186W0436.wav,"{'uttid': 'BAC009S0186W0436', 'text': '八百米一千米耐力测试', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0186W0436.wav', 'rtf': '0.0091'}",3.261
BAC009S0722W0218,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0722W0218.wav,"{'uttid': 'BAC009S0722W0218', 'text': '哪里有免费 SEARCH的地方', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0722W0218.wav', 'rtf': '0.0091'}",2.776
BAC009S0244W0418,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0244W0418.wav,"{'uttid': 'BAC009S0244W0418', 'text': '对就是变成西装一条', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0244W0418.wav', 'rtf': '0.0091'}",2.593
BAC009S0163W0244,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0163W0244.wav,"{'uttid': 'BAC009S0163W0244', 'text': '他们来自甘藏和阿基米尔', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0163W0244.wav', 'rtf': '0.0091'}",3.21
BAC009S0362W0201,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0362W0201.wav,"{'uttid': 'BAC009S0362W0201', 'text': '二是完善各征信系统', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0362W0201.wav', 'rtf': '0.0091'}",3.304
BAC009S0045W0166,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0045W0166.wav,"{'uttid': 'BAC009S0045W0166', 'text': '加上地方经济增长的压力', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0045W0166.wav', 'rtf': '0.0091'}",3.407
BAC009S0134W0265,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0134W0265.wav,"{'uttid': 'BAC009S0134W0265', 'text': '对新型无人机进行测试', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0134W0265.wav', 'rtf': '0.0091'}",3.643
BAC009S0012W0267,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0012W0267.wav,"{'uttid': 'BAC009S0012W0267', 'text': '各大生产厂家层出不穷', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0012W0267.wav', 'rtf': '0.0091'}",3.655
BAC009S0105W0124,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0105W0124.wav,"{'uttid': 'BAC009S0105W0124', 'text': '不过这种 IS有人咨询的', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0105W0124.wav', 'rtf': '0.0091'}",3.734
BAC009S0655W0152,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0655W0152.wav,"{'uttid': 'BAC009S0655W0152', 'text': '通过降低首付怎么努力', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0655W0152.wav', 'rtf': '0.0091'}",3.991
BAC009S0094W0299,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0094W0299.wav,"{'uttid': 'BAC009S0094W0299', 'text': '转型为设备和服务公司', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0094W0299.wav', 'rtf': '0.0091'}",3.527
BAC009S0521W0301,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0521W0301.wav,"{'uttid': 'BAC009S0521W0301', 'text': '一起玩游戏一起吃鸡', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0521W0301.wav', 'rtf': '0.0091'}",3.44
BAC009S0131W0312,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0131W0312.wav,"{'uttid': 'BAC009S0131W0312', 'text': '会存在会影响家里的健康', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0131W0312.wav', 'rtf': '0.0091'}",2.996
BAC009S0037W0124,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0037W0124.wav,"{'uttid': 'BAC009S0037W0124', 'text': '成为最繁忙的时间和时间', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0037W0124.wav', 'rtf': '0.0091'}",2.741
BAC009S0007W0282,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0007W0282.wav,"{'uttid': 'BAC009S0007W0282', 'text': '提供全手动设置', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0007W0282.wav', 'rtf': '0.0091'}",3.346
BAC009S0238W0209,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0238W0209.wav,"{'uttid': 'BAC009S0238W0209', 'text': '股票暂停其股票的交易', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0238W0209.wav', 'rtf': '0.0091'}",3.284
BAC009S0138W0230,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0138W0230.wav,"{'uttid': 'BAC009S0138W0230', 'text': '加大农业生产支持力度', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0138W0230.wav', 'rtf': '0.0091'}",3.14
BAC009S0714W0319,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0714W0319.wav,"{'uttid': 'BAC009S0714W0319', 'text': '你就是直接把那个人给杀了', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0714W0319.wav', 'rtf': '0.0091'}",2.733
BAC009S0349W0181,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0349W0181.wav,"{'uttid': 'BAC009S0349W0181', 'text': '我们的爱情是', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0349W0181.wav', 'rtf': '0.0091'}",2.608
BAC009S0011W0179,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0011W0179.wav,"{'uttid': 'BAC009S0011W0179', 'text': '学会增加需求的压力', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0011W0179.wav', 'rtf': '0.0091'}",2.563
BAC009S0155W0155,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0155W0155.wav,"{'uttid': 'BAC009S0155W0155', 'text': '本人一早就不 HAPPY了', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0155W0155.wav', 'rtf': '0.0091'}",3.396
BAC009S0098W0216,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0098W0216.wav,"{'uttid': 'BAC009S0098W0216', 'text': '我们是一群小小的羊小小的羊', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0098W0216.wav', 'rtf': '0.0091'}",3.766
BAC009S0054W0219,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0054W0219.wav,"{'uttid': 'BAC009S0054W0219', 'text': '这里真是由浅至淡中为浅', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0054W0219.wav', 'rtf': '0.0091'}",3.293
BAC009S0357W0336,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0357W0336.wav,"{'uttid': 'BAC009S0357W0336', 'text': '即庶子多会留下遗憾', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0357W0336.wav', 'rtf': '0.0091'}",3.5
BAC009S0238W0211,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0238W0211.wav,"{'uttid': 'BAC009S0238W0211', 'text': '有个捷径提示并行动', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0238W0211.wav', 'rtf': '0.0091'}",3.188
BAC009S0350W0475,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0350W0475.wav,"{'uttid': 'BAC009S0350W0475', 'text': '真实纯净水无机化学', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0350W0475.wav', 'rtf': '0.0091'}",3.196
BAC009S0067W0139,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0067W0139.wav,"{'uttid': 'BAC009S0067W0139', 'text': '国家统一集训日程', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0067W0139.wav', 'rtf': '0.0091'}",2.779
BAC009S0100W0209,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0100W0209.wav,"{'uttid': 'BAC009S0100W0209', 'text': '应继续违反违约金的 MEANING', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0100W0209.wav', 'rtf': '0.0091'}",3.451
BAC009S0169W0302,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0169W0302.wav,"{'uttid': 'BAC009S0169W0302', 'text': '二零一零年的话我还没有去过', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0169W0302.wav', 'rtf': '0.0091'}",3.0
BAC009S0200W0167,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0200W0167.wav,"{'uttid': 'BAC009S0200W0167', 'text': '而 SHAPE自然也就多点多少', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0200W0167.wav', 'rtf': '0.0091'}",3.389
BAC009S0709W0211,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0709W0211.wav,"{'uttid': 'BAC009S0709W0211', 'text': '我一直都是这样的', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0709W0211.wav', 'rtf': '0.0091'}",3.307
BAC009S0002W0228,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0002W0228.wav,"{'uttid': 'BAC009S0002W0228', 'text': '我方高地防御塔正在被攻击', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0002W0228.wav', 'rtf': '0.0091'}",3.176
BAC009S0597W0145,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0597W0145.wav,"{'uttid': 'BAC009S0597W0145', 'text': 'AN ALLY HAS BEEN SLAIN', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0597W0145.wav', 'rtf': '0.0091'}",2.898
BAC009S0078W0486,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0078W0486.wav,"{'uttid': 'BAC009S0078W0486', 'text': '男子乘车在车底检查时', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0078W0486.wav', 'rtf': '0.0091'}",3.452
BAC009S0113W0187,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0113W0187.wav,"{'uttid': 'BAC009S0113W0187', 'text': '价格 MEMBER年报或现场检查', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0113W0187.wav', 'rtf': '0.0091'}",3.927
BAC009S0015W0333,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0015W0333.wav,"{'uttid': 'BAC009S0015W0333', 'text': '迅速扩大了生产的规模', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0015W0333.wav', 'rtf': '0.0091'}",3.585
BAC009S0154W0188,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0154W0188.wav,"{'uttid': 'BAC009S0154W0188', 'text': '积极促进经济结构调整', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0154W0188.wav', 'rtf': '0.0091'}",3.183
BAC009S0085W0181,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0085W0181.wav,"{'uttid': 'BAC009S0085W0181', 'text': 'GO房者停止入市闭关了', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0085W0181.wav', 'rtf': '0.0091'}",3.555
BAC009S0107W0308,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0107W0308.wav,"{'uttid': 'BAC009S0107W0308', 'text': '今后欧洲中品牌运作', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0107W0308.wav', 'rtf': '0.0091'}",2.916
BAC009S0704W0280,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0704W0280.wav,"{'uttid': 'BAC009S0704W0280', 'text': '模拟人脑思维的模式', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0704W0280.wav', 'rtf': '0.0091'}",2.995
BAC009S0193W0326,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0193W0326.wav,"{'uttid': 'BAC009S0193W0326', 'text': '到最后曾经大量黑粉', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0193W0326.wav', 'rtf': '0.0091'}",2.951
BAC009S0215W0321,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0215W0321.wav,"{'uttid': 'BAC009S0215W0321', 'text': '在这片光鲜如新的背后', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0215W0321.wav', 'rtf': '0.0091'}",3.207
BAC009S0154W0316,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0154W0316.wav,"{'uttid': 'BAC009S0154W0316', 'text': '比如电动机和电池系统', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0154W0316.wav', 'rtf': '0.0091'}",3.328
BAC009S0515W0149,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0515W0149.wav,"{'uttid': 'BAC009S0515W0149', 'text': '最低首付款比例调整', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0515W0149.wav', 'rtf': '0.0091'}",2.957
BAC009S0657W0160,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0657W0160.wav,"{'uttid': 'BAC009S0657W0160', 'text': '同策咨询的数据显示', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0657W0160.wav', 'rtf': '0.0091'}",3.0
BAC009S0350W0433,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0350W0433.wav,"{'uttid': 'BAC009S0350W0433', 'text': '这个只是为了发泄的一个过程', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0350W0433.wav', 'rtf': '0.0091'}",3.404
BAC009S0242W0285,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0242W0285.wav,"{'uttid': 'BAC009S0242W0285', 'text': '控制相机拍照等功能', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0242W0285.wav', 'rtf': '0.0091'}",3.067
BAC009S0058W0150,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0058W0150.wav,"{'uttid': 'BAC009S0058W0150', 'text': '就是我们家以前养过那只猫', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0058W0150.wav', 'rtf': '0.0091'}",2.768
BAC009S0345W0461,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0345W0461.wav,"{'uttid': 'BAC009S0345W0461', 'text': '被路边监控系统拍摄到', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0345W0461.wav', 'rtf': '0.0091'}",3.433
BAC009S0072W0135,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0072W0135.wav,"{'uttid': 'BAC009S0072W0135', 'text': '去国 MARKET就只能去小地方', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0072W0135.wav', 'rtf': '0.0091'}",3.396
BAC009S0130W0131,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0130W0131.wav,"{'uttid': 'BAC009S0130W0131', 'text': '但高位回落的压力与艰险', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0130W0131.wav', 'rtf': '0.0091'}",3.675
BAC009S0512W0168,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0512W0168.wav,"{'uttid': 'BAC009S0512W0168', 'text': '的问题在于检测的工具', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0512W0168.wav', 'rtf': '0.0091'}",3.833
BAC009S0043W0223,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0043W0223.wav,"{'uttid': 'BAC009S0043W0223', 'text': '我方禁用英雄轮到敌方禁用英雄', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0043W0223.wav', 'rtf': '0.0091'}",3.032
BAC009S0121W0336,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0121W0336.wav,"{'uttid': 'BAC009S0121W0336', 'text': '旨在考验生产制造企业', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0121W0336.wav', 'rtf': '0.0091'}",3.316
BAC009S0336W0427,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0336W0427.wav,"{'uttid': 'BAC009S0336W0427', 'text': '对很好很好', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0336W0427.wav', 'rtf': '0.0091'}",3.175
BAC009S0707W0404,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0707W0404.wav,"{'uttid': 'BAC009S0707W0404', 'text': '不排除红警的存在', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0707W0404.wav', 'rtf': '0.0091'}",2.434
BAC009S0336W0426,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0336W0426.wav,"{'uttid': 'BAC009S0336W0426', 'text': '我方禁用英雄轮到敌方禁用英雄', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0336W0426.wav', 'rtf': '0.0091'}",3.68
BAC009S0161W0133,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0161W0133.wav,"{'uttid': 'BAC009S0161W0133', 'text': 'SEE搜狐焦点网数据显示', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0161W0133.wav', 'rtf': '0.0091'}",3.491
BAC009S0236W0190,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0236W0190.wav,"{'uttid': 'BAC009S0236W0190', 'text': '四是推进信息系统建设', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0236W0190.wav', 'rtf': '0.0091'}",4.211
BAC009S0027W0209,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0027W0209.wav,"{'uttid': 'BAC009S0027W0209', 'text': '未来拨备压力不容小视', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0027W0209.wav', 'rtf': '0.0091'}",3.28
BAC009S0050W0149,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0050W0149.wav,"{'uttid': 'BAC009S0050W0149', 'text': '据中国指数研究院监测', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0050W0149.wav', 'rtf': '0.0091'}",3.0
BAC009S0353W0252,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0353W0252.wav,"{'uttid': 'BAC009S0353W0252', 'text': '清洁生产审核收费标准', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0353W0252.wav', 'rtf': '0.0091'}",3.033
BAC009S0350W0223,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0350W0223.wav,"{'uttid': 'BAC009S0350W0223', 'text': '看小说后发布监测结果', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0350W0223.wav', 'rtf': '0.0091'}",3.868
BAC009S0003W0422,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0003W0422.wav,"{'uttid': 'BAC009S0003W0422', 'text': '生产学将专一运行', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0003W0422.wav', 'rtf': '0.0091'}",3.538
BAC009S0152W0198,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0152W0198.wav,"{'uttid': 'BAC009S0152W0198', 'text': '国内没有病苗检测方法', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0152W0198.wav', 'rtf': '0.0091'}",2.882
BAC009S0354W0187,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0354W0187.wav,"{'uttid': 'BAC009S0354W0187', 'text': '国家青年生产还是挺好的', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0354W0187.wav', 'rtf': '0.0091'}",3.845
BAC009S0354W0239,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0354W0239.wav,"{'uttid': 'BAC009S0354W0239', 'text': '使操作过程中的 SYSTEM与操作', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0354W0239.wav', 'rtf': '0.0091'}",4.226
BAC009S0218W0442,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0218W0442.wav,"{'uttid': 'BAC009S0218W0442', 'text': '目前火情得到有效控制', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0218W0442.wav', 'rtf': '0.0091'}",3.056
BAC009S0349W0274,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0349W0274.wav,"{'uttid': 'BAC009S0349W0274', 'text': 'AN ALLY HAS BEEN SLAIN', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0349W0274.wav', 'rtf': '0.0091'}",3.034
BAC009S0057W0288,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0057W0288.wav,"{'uttid': 'BAC009S0057W0288', 'text': '无论是在研发生产', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0057W0288.wav', 'rtf': '0.0091'}",2.739
BAC009S0116W0385,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0116W0385.wav,"{'uttid': 'BAC009S0116W0385', 'text': '前一段的训练很 FIT', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0116W0385.wav', 'rtf': '0.0091'}",2.96
BAC009S0139W0448,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0139W0448.wav,"{'uttid': 'BAC009S0139W0448', 'text': '就可以操作机械设备', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0139W0448.wav', 'rtf': '0.0091'}",2.981
BAC009S0036W0156,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0036W0156.wav,"{'uttid': 'BAC009S0036W0156', 'text': '因为这行吧属于那种', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0036W0156.wav', 'rtf': '0.0091'}",2.977
BAC009S0170W0179,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0170W0179.wav,"{'uttid': 'BAC009S0170W0179', 'text': '这许多 PEOPLE都压抑在里面', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0170W0179.wav', 'rtf': '0.0091'}",3.569
BAC009S0346W0222,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0346W0222.wav,"{'uttid': 'BAC009S0346W0222', 'text': '去交通运输部统计数据', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0346W0222.wav', 'rtf': '0.0091'}",3.298
BAC009S0252W0281,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0252W0281.wav,"{'uttid': 'BAC009S0252W0281', 'text': '只负责收集和重新数据', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0252W0281.wav', 'rtf': '0.0091'}",3.477
BAC009S0016W0316,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0016W0316.wav,"{'uttid': 'BAC009S0016W0316', 'text': '所以社会对人的需要', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0016W0316.wav', 'rtf': '0.0091'}",3.364
BAC009S0181W0189,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0181W0189.wav,"{'uttid': 'BAC009S0181W0189', 'text': '影响计算机系统正常运行', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0181W0189.wav', 'rtf': '0.0091'}",3.687
BAC009S0154W0130,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0154W0130.wav,"{'uttid': 'BAC009S0154W0130', 'text': '长期处于低位运行区间', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0154W0130.wav', 'rtf': '0.0091'}",3.5
BAC009S0014W0208,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0014W0208.wav,"{'uttid': 'BAC009S0014W0208', 'text': '关停小火并 EAT', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0014W0208.wav', 'rtf': '0.0091'}",3.368
BAC009S0354W0403,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0354W0403.wav,"{'uttid': 'BAC009S0354W0403', 'text': '我没有为你们压力', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0354W0403.wav', 'rtf': '0.0091'}",2.739
BAC009S0083W0288,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0083W0288.wav,"{'uttid': 'BAC009S0083W0288', 'text': '既可以启动摄像过程', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0083W0288.wav', 'rtf': '0.0091'}",2.824
BAC009S0718W0415,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0718W0415.wav,"{'uttid': 'BAC009S0718W0415', 'text': '还是计划没有', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0718W0415.wav', 'rtf': '0.0091'}",2.462
BAC009S0102W0329,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0102W0329.wav,"{'uttid': 'BAC009S0102W0329', 'text': '对于可穿戴设备的前景', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0102W0329.wav', 'rtf': '0.0091'}",3.162
